file_name,gt_bboxes,type
illumination_00063,[[440 207 156 211]],illumination
illumination_00064,[[432 228 135 201]],illumination
illumination_00065,[[467 316  38  42]],illumination
illumination_00066,[[503 270  28  52]],illumination
illumination_00067,[[542 139 309 513]],illumination
illumination_00068,[[463 255 111 228]],illumination
illumination_00069,"[[303 633 367 311]
 [325 692 396 344]]",illumination
illumination_00070,[[500 128  69 207]],illumination
illumination_00071,[[719 193  46  64]],illumination
illumination_00072,[[534 118 107 155]],illumination
illumination_00073,[[502 183 144 181]],illumination
illumination_00074,[[492 278  76  97]],illumination
illumination_00075,"[[495  82  50  29]
 [350  87  46  29]]",illumination
illumination_00076,[[214   2 588 668]],illumination
illumination_00077,[[174  25 425 637]],illumination
illumination_00078,"[[768  42 101 123]
 [117  78  99 265]]",illumination
illumination_00079,[[388 327 190 238]],illumination
illumination_00080,"[[  8 308  36  42]
 [117 296  32  39]
 [242 309  32  35]
 [309 301  28  31]
 [409 330  31  33]
 [454 338  30  38]
 [498 301  30  40]
 [527 331  47  64]
 [645 428  37  43]
 [705 337  25  35]
 [787 331  27  31]
 [845 306  30  36]
 [882 323  32  39]
 [954 312  29  33]
 [994 306  29  44]
 [211 326  23  27]
 [637 342  20  28]]",illumination
illumination_00081,[[343 432 245 226]],illumination
illumination_00082,"[[550 167  29  49]
 [718 145  43  75]
 [928 141  37  83]
 [604 172  28  56]
 [808 157  25  46]
 [750 165  18  52]]",illumination
illumination_00083,[[426 356  61  66]],illumination
illumination_00084,[[747 220 105 191]],illumination
illumination_00085,[[460 121 319 384]],illumination
illumination_00086,"[[489 159 103  97]
 [442 205  59 115]]",illumination
illumination_00087,[[339   7 453 668]],illumination
illumination_00088,[[464 319  71  82]],illumination
illumination_00089,[[413 180  96 141]],illumination
illumination_00090,[[584  76  62 105]],illumination
illumination_00091,[[482  50 128 152]],illumination
illumination_00095,[[257 358  87  43]],illumination
illumination_00096,"[[212 366 109 127]
 [496 377 100  82]
 [770 351 112 130]]",illumination
illumination_00097,[[475 189  90 127]],illumination
illumination_00099,[[227 333  99  62]],illumination
illumination_00140,"[[913 420  16  22]
 [611 460  14  19]
 [399 426  13  18]
 [ 53 473  14  15]
 [100 478  12  13]]",illumination
illumination_00141,"[[731 183  43  55]
 [553 368  18  46]]",illumination
illumination_00142,"[[161 137  36  46]
 [256 226  22  30]
 [337 183  33  44]
 [479 182  31  48]
 [574 191  28  37]
 [654 220  34  40]
 [731 207  25  33]
 [813 147  41  43]]",illumination
illumination_00143,"[[439 223  57  59]
 [142 382  29  29]]",illumination
illumination_00144,"[[319 229  35  38]
 [515 400  20  26]
 [767 399  22  26]
 [ 57 415  23  28]]",illumination
illumination_00145,"[[428 189  49  64]
 [835 363  42  52]
 [  4 319  33  44]]",illumination
illumination_00146,"[[492 128  36  54]
 [533 164  27  56]]",illumination
illumination_00147,[[493 348  44  46]],illumination
illumination_00148,[[409 281  38  68]],illumination
illumination_00149,"[[406 286  44  50]
 [653 184  34  43]
 [ 65 382  38  43]
 [910 261  18  47]]",illumination
illumination_00150,"[[209 941  26  31]
 [592 912  13  19]
 [534 918  14  17]
 [591 900  12  15]]",illumination
illumination_00151,"[[517 349  74  89]
 [517 273 175 133]]",illumination
illumination_00152,"[[453 191  91 143]
 [262 258  41  53]
 [145 201  42  52]]",illumination
illumination_00153,"[[155 198  83 130]
 [289 304  75  97]
 [529 267  97 113]
 [776 208  31 124]]",illumination
illumination_00154,"[[266 276  75  96]
 [582 135  86 101]]",illumination
illumination_00155,"[[145 283  20  33]
 [233 301  22  25]
 [270 359  16  24]
 [741 313  18  29]
 [587 292  16  23]]",illumination
illumination_00289,"[[285 184  83 123]
 [700 242  44  68]
 [734 130  43  62]
 [ 90 146  37  49]
 [241  88  41  48]
 [  7 122  40  64]
 [803 151  24  38]
 [508  99  24  42]]",illumination
illumination_00330,"[[453 230  51  97]
 [494 288  54  62]
 [541 274  48  85]]",illumination
illumination_00328,[[493 288  99 126]],illumination
illumination_00348,[[476 240  66  71]],illumination
illumination_00364,[[473 152  62  60]],illumination
illumination_00309,"[[375 172 116 173]
 [487  89 130 171]]",illumination
illumination_00319,[[633 590  95 102]],illumination
illumination_00370,"[[906 404  43  76]
 [812 255  54  89]
 [622 325  32  43]
 [512 292  53  74]
 [350 283  50  67]
 [ 82 270  35  59]
 [189 274  40  45]
 [430 291  22  25]
 [686 272  22  27]
 [808 321  27  39]
 [ 32 308  30  40]]",illumination
illumination_00306,[[459 594  48  63]],illumination
illumination_00358,"[[260 635  82 104]
 [581 315  91 119]
 [894 722  92 120]
 [733 617  80 112]
 [578 746  89 103]
 [318 771 100 110]
 [435 581  76  97]
 [  5 388  55 122]
 [977 580  45 118]
 [174 581  77 102]
 [  4 664  60  89]
 [474 657  50 109]
 [922 489  70  91]
 [ 28 771 103  81]
 [326 452  79  90]]",illumination
illumination_00318,[[439 176 167 234]],illumination
illumination_00391,"[[536 202  77  87]
 [654 139  85 105]]",illumination
illumination_00341,[[283 172 143 257]],illumination
illumination_00333,"[[275 981  36  42]
 [535 971  30  37]
 [  2 993  14  50]]",illumination
illumination_00355,[[912 185 103 207]],illumination
illumination_00299,[[255 325  89 107]],illumination
illumination_00290,"[[302 196  36  40]
 [870 316  37  50]
 [720 315  24  30]
 [539 342  20  24]
 [275 311  24  37]
 [ 35 317  18  28]]",illumination
illumination_00293,[[418 138 310 324]],illumination
illumination_00285,[[364  60 193 247]],illumination
illumination_00389,[[645 478  73 103]],illumination
illumination_00336,[[490 169 116 149]],illumination
illumination_00339,[[515 118 170 213]],illumination
illumination_00305,"[[247 670  92 153]
 [994 705  25  35]
 [687 565  22  39]]",illumination
illumination_00301,[[160 144 284 276]],illumination
illumination_00286,[[400 259  30  46]],illumination
illumination_00320,[[513 264  26  51]],illumination
illumination_00312,[[451 189 170 242]],illumination
illumination_00377,[[269 109 142 194]],illumination
illumination_00300,[[688 181  50  79]],illumination
illumination_00302,[[811 158  44  40]],illumination
illumination_00331,[[443 179 190 201]],illumination
illumination_00372,[[537 461  90 102]],illumination
illumination_00387,[[590 132 150 206]],illumination
illumination_00356,[[416 214  51  76]],illumination
illumination_00382,[[605 240  56  75]],illumination
illumination_00324,[[597 468  65 105]],illumination
illumination_00359,"[[775 365  14  29]
 [688 360  19  32]
 [438 323  21  25]
 [245 342  18  23]
 [316 383  20  23]
 [173 344  18  23]
 [233 413  12  17]]",illumination
illumination_00353,[[156 107 195 174]],illumination
illumination_00295,"[[329 146  87 123]
 [253 227  71 109]]",illumination
illumination_00326,[[400 236 108 189]],illumination
illumination_00298,[[804 303  25  32]],illumination
illumination_00385,[[ 108 1220   86  103]],illumination
illumination_00297,"[[832 305  19  23]
 [865 296  18  23]]",illumination
illumination_00317,[[507 127 192 249]],illumination
illumination_00369,[[778 282  32  54]],illumination
illumination_00278,[[454 142 122 159]],illumination
illumination_00280,[[597 337  19  37]],illumination
illumination_00384,[[415 350  72  72]],illumination
illumination_00307,"[[580 241  48  57]
 [783 280  19  24]
 [820 321  10  17]
 [618 287  19  21]
 [370 283  10  19]
 [242 319  11  15]
 [ 45 296  15  20]
 [125 275  12  19]
 [ 36 281  12  14]
 [264 330  12  12]
 [282 329  11  13]]",illumination
illumination_00335,[[353  96 158 267]],illumination
illumination_00354,"[[841 262  43  57]
 [746 169  13  25]
 [781 181  16  21]]",illumination
illumination_00296,"[[446 314  71 105]
 [467 343  64  77]]",illumination
illumination_00371,[[677 172  95 136]],illumination
illumination_00321,[[563 373  32  57]],illumination
illumination_00288,[[266 588 195 355]],illumination
illumination_00291,"[[847 255  23  26]
 [522 265  28  27]]",illumination
illumination_00271,[[323 111 147 216]],illumination
illumination_00310,[[388 203 114 150]],illumination
illumination_00275,[[438 244 266 291]],illumination
illumination_00276,"[[509 560 118 152]
 [399 459 139 128]]",illumination
illumination_00322,[[445 291 116 149]],illumination
illumination_00374,[[342 121  80  98]],illumination
illumination_00368,[[454 233 120 136]],illumination
illumination_00360,"[[359 409  30  42]
 [335 404  24  47]]",illumination
illumination_00337,"[[ 767  999   32   39]
 [ 953  994   24   34]
 [ 993 1009   21   36]
 [ 238  994   32   42]
 [ 643 1068   14   19]
 [ 830 1039   17   24]
 [ 620 1064   14   20]
 [  53  999   22   43]
 [ 729 1046   16   16]
 [ 599 1058    7   17]
 [ 481 1023   11   27]]",illumination
illumination_00347,"[[629 343  20  38]
 [522 346  30  33]
 [406 342  30  34]
 [309 339  30  42]
 [110 316  12  17]]",illumination
illumination_00367,"[[473 345  30  37]
 [665 359  38  37]
 [656 464  40  40]]",illumination
illumination_00304,"[[724  75  59 126]
 [308 120 100 159]
 [474 318  11  20]]",illumination
illumination_00386,[[348 186 158 173]],illumination
illumination_00281,"[[431 271  31  44]
 [582 299  31  40]]",illumination
illumination_00383,[[271 199  24  27]],illumination
illumination_00283,[[553 132 135 190]],illumination
illumination_00344,[[485 259  38  53]],illumination
illumination_00315,[[585 203  89 164]],illumination
illumination_00282,[[535 282 205 363]],illumination
illumination_00379,[[464 207 111 159]],illumination
illumination_00279,[[470 259  71  82]],illumination
illumination_00316,[[446 658 278 349]],illumination
illumination_00292,"[[ 369  269   58  148]
 [ 434  319   48   71]
 [ 702  363   85  162]
 [ 663  182   31   55]
 [ 293  187   44   36]
 [ 256  178   24   60]
 [ 720  142   24   43]
 [ 927  140   21   35]
 [1000  166   19   31]
 [ 785  149   26   40]]",illumination
illumination_00284,[[400 214 163 236]],illumination
illumination_00311,[[432 288  94 138]],illumination
illumination_00303,[[179 307 174 186]],illumination
illumination_00375,[[649 159 129 208]],illumination
illumination_00273,"[[222 161  26  35]
 [244 153  42  47]
 [412 315  17  25]
 [387 328  15  23]
 [477 328  17  24]
 [501 318  20  23]
 [594 332  16  19]
 [633 327  13  24]
 [694 264  24  28]
 [853 237  25  31]]",illumination
illumination_00376,[[428 215 214 259]],illumination
illumination_00323,"[[474  25 151 173]
 [329 115  54  71]
 [661 168  60  79]]",illumination
illumination_00342,[[367  19  99 171]],illumination
illumination_00351,[[475 238 230 419]],illumination
illumination_00327,[[492 520 152 200]],illumination
illumination_00352,"[[349 465  22  37]
 [305 437  17  41]
 [374 462  26  44]
 [613 492  26  48]
 [740 480  20  35]
 [753 512  19  38]]",illumination
illumination_00345,[[608 267  44  59]],illumination
illumination_00357,[[430 201 106 206]],illumination
illumination_00362,[[169 209 154 272]],illumination
illumination_00274,[[443 266 149 155]],illumination
illumination_00294,"[[258 120  75 152]
 [643  84 110 178]]",illumination
illumination_00334,"[[555 361  66  96]
 [172 302  20  27]]",illumination
illumination_00343,[[396  87 299 269]],illumination
illumination_00346,"[[655 274  37  55]
 [827 280  30  42]
 [875 270  29  45]
 [942 325  42  67]
 [343 303  32  43]
 [194 272  22  32]
 [762 292  21  31]]",illumination
illumination_00313,[[306  84 168 282]],illumination
illumination_00366,"[[513 476  20  19]
 [702 485  14  15]
 [726 501  13  10]
 [822 506  14  15]
 [269 496  18  18]]",illumination
illumination_00361,"[[321 344  32  49]
 [441 385  30  38]
 [567 397  18  29]
 [396 420  11  30]
 [659 413  14  23]]",illumination
illumination_00378,[[336  12 320 344]],illumination
illumination_00308,[[312 259 133 127]],illumination
illumination_00350,[[280 197 127 210]],illumination
illumination_00388,[[607 109  82 185]],illumination
illumination_00390,[[427 260 336 491]],illumination
illumination_00287,[[540 232  45  57]],illumination
illumination_00381,[[457 236  33  61]],illumination
illumination_00332,[[450 259 111 122]],illumination
illumination_00380,"[[514 139  46  48]
 [659 136  53  39]
 [800 146  31  51]]",illumination
illumination_00338,"[[506 229  66  78]
 [699  43  33  41]]",illumination
illumination_00363,"[[ 94 220  51  73]
 [660 232  48  57]]",illumination
illumination_00272,[[218  93  60 141]],illumination
illumination_00340,[[550 125 212 276]],illumination
illumination_00314,"[[592 318  15  25]
 [638 322  16  24]
 [441 314  17  26]
 [783 323  14  22]
 [683 316  14  22]
 [919 313  20  24]]",illumination
illumination_00329,[[505 458  24  53]],illumination
illumination_00349,"[[331 249  46  66]
 [329 361  43  50]
 [931 290  59  61]
 [  1 340  46  73]
 [ 77 369  40  63]
 [395 327  50  36]]",illumination
illumination_00365,"[[116 303  31  28]
 [153 291  31  35]
 [249 283  32  38]
 [370 309  31  38]
 [431 336  32  32]
 [497 324  32  38]
 [571 331  30  39]
 [676 355  33  34]]",illumination
illumination_00277,[[457 131  77 107]],illumination
illumination_00325,[[569 729 105 122]],illumination
illumination_00373,[[498 394  24  22]],illumination
illumination_00392,"[[740 117  73  77]
 [750 221  85 127]
 [597 128  47  48]
 [425 188  63 144]
 [172 110  59  79]]",illumination
illumination_00701,[[373 143 319 439]],illumination
illumination_00702,[[  5  17 286 297]],illumination
illumination_00703,"[[366 241  20  26]
 [896 249  18  20]
 [492 249  12  19]
 [436 237  16  27]
 [300 248  13  19]]",illumination
illumination_00704,[[257 141 163 257]],illumination
illumination_00705,[[527 125  33  51]],illumination
illumination_00706,[[461  76  31  52]],illumination
illumination_00707,"[[468 174  69 104]
 [146 316  18  25]]",illumination
illumination_00708,[[246  61 262 437]],illumination
illumination_00709,[[693 309  23  33]],illumination
illumination_00710,"[[395 214   9  12]
 [108 182  28  34]
 [ 27 182  13  13]
 [437 223  14  18]
 [498 216  20  26]
 [428 212   9  11]]",illumination
illumination_00711,"[[149 242  95 125]
 [361 266  61  84]
 [653 229  92 118]]",illumination
illumination_00712,"[[423 104 123 184]
 [811 245  85  92]
 [191 280  68  69]]",illumination
illumination_00713,"[[822  57  47  57]
 [157  28  60  60]]",illumination
illumination_00714,[[542 231  52  95]],illumination
illumination_00715,[[526 147  31  31]],illumination
illumination_00716,[[340  92 123  83]],illumination
illumination_00717,"[[524  94  51  61]
 [257  92  43  60]
 [984  89  38  54]]",illumination
illumination_00718,[[355  67 100 144]],illumination
illumination_00719,"[[  1   4 146 315]
 [720 118 173 230]]",illumination
illumination_00720,[[381 194  88  91]],illumination
illumination_00721,[[631 191 105 129]],illumination
illumination_00722,"[[694  66  69  99]
 [349  69  71  96]]",illumination
illumination_00723,"[[557  48 194 332]
 [808 115 171 293]
 [344 161 178 372]]",illumination
illumination_00724,"[[ 295   97   37   52]
 [ 955  123   17   26]
 [ 835  121   15   30]
 [ 797  113   12   14]
 [1001  138   19   20]]",illumination
illumination_00725,[[595 219  33  40]],illumination
illumination_00726,[[315 258 153 213]],illumination
illumination_00727,"[[651 236  56  72]
 [836 205  23  33]
 [186 232  34  65]
 [162 160  37  35]
 [280 208  21  35]
 [314 267  20  23]
 [509 332  16  19]
 [596 302   9  17]]",illumination
illumination_00728,"[[232 219  56  71]
 [134 211  48  54]
 [633 233  28  37]
 [402 163  22  30]
 [944 178  73 132]
 [922 236  27  46]
 [727 221  27  36]
 [767 174  31  58]]",illumination
illumination_00729,[[567  56  57  46]],illumination
illumination_00730,"[[ 731  140   60   73]
 [1006  218   11   29]]",illumination
illumination_00731,[[486 184 179 241]],illumination
illumination_00732,"[[165 148  36  50]
 [294 187  40  58]
 [494 171  34  56]]",illumination
illumination_00733,"[[582 236  38  42]
 [792 401  47  48]]",illumination
illumination_00734,"[[731 229 114 209]
 [286 240 107 133]
 [108 234  58  85]
 [461 330  20  52]]",illumination
illumination_00735,[[486 176  45  56]],illumination
illumination_00736,[[433 135  29  43]],illumination
illumination_00737,[[463 775 101 116]],illumination
illumination_00738,"[[450 519  62  82]
 [796 575  43  60]
 [ 72 620  68  54]]",illumination
illumination_00739,[[362 300  15  17]],illumination
illumination_00740,"[[872 527  16  17]
 [325 490  13  18]]",illumination
illumination_00741,"[[353  39  28  35]
 [224  26  30  39]
 [124   0  27  30]
 [ 80   2  30  33]]",illumination
illumination_00742,"[[ 666  324   34   44]
 [  88  364   15   22]
 [  52  378   15   17]
 [ 944  400   14   20]
 [1016  405    7   17]
 [ 440  323   18   38]]",illumination
illumination_00743,"[[482 226  48  52]
 [535 338  58  78]]",illumination
illumination_00744,"[[305 205  21  23]
 [242 195  20  25]
 [388 167  26  18]
 [434  75  17  26]]",illumination
illumination_00745,"[[601 128  27  37]
 [490 164  24  35]]",illumination
illumination_00746,[[492  79  45  39]],illumination
illumination_00747,[[449 223 137 241]],illumination
illumination_00748,"[[ 65 237  45  64]
 [236 211  45  63]
 [691  99  47  51]
 [979 247  43  59]
 [257  99  38  49]]",illumination
illumination_00749,[[676 143  45  56]],illumination
illumination_00750,"[[485  64  41  63]
 [802 136  17  24]
 [865 160  12  16]]",illumination
illumination_00751,[[499  61 116 154]],illumination
illumination_00547,"[[610 111 145 234]
 [936 302  48  57]
 [804 313  31  49]]",illumination
illumination_00752,[[574  99 337 420]],illumination
illumination_00548,"[[248 627 163 221]
 [439 426 199 202]]",illumination
illumination_00549,[[554 109  48  51]],illumination
illumination_00753,"[[444 327  27  32]
 [626 451  25  34]
 [ 69 329  25  34]
 [553 310  17  33]]",illumination
illumination_00550,"[[344 406  75  84]
 [375 289  73  89]
 [508 184  90 169]
 [679 108  68  76]
 [761 100  29  66]
 [706  43  32  43]
 [667  66  29  48]
 [812  40  23  43]
 [865  73  26  29]]",illumination
illumination_00551,[[642 155  90  99]],illumination
illumination_00552,[[365  84  41  52]],illumination
illumination_00754,"[[681 232  23  27]
 [431 211  19  25]
 [ 57 205  20  21]
 [198 193  16  18]
 [529 171  17  16]]",illumination
illumination_00553,[[534 295  22  29]],illumination
illumination_00755,[[411 207  39  33]],illumination
illumination_00554,"[[302 144  40  52]
 [536 149  41  51]]",illumination
illumination_00756,[[440  87  53  80]],illumination
illumination_00757,"[[472  18 124 180]
 [573   7  88 138]
 [833 114 111 118]]",illumination
illumination_00555,"[[490 155  34  35]
 [494 241  17  24]
 [436 234  20  24]
 [239 233  21  25]
 [ 93 266  21  30]
 [930 247  21  29]]",illumination
illumination_00758,"[[412 157  57  88]
 [146 125  64 121]
 [990 117  33  36]
 [895  60  33  42]
 [807 133  18  26]
 [757 153  17  18]
 [670 125  13  26]
 [628 175  15  19]
 [499  79  28  39]]",illumination
illumination_00556,[[616 135 146 171]],illumination
illumination_00759,"[[720 410  10  14]
 [914 409  12  13]
 [611 412  13  18]
 [451 431  13  21]
 [228 420  14  19]
 [105 431  15  19]]",illumination
illumination_00557,"[[372 213 115 144]
 [ 91 477  22  24]
 [569 342  96 131]
 [753 375  98 139]]",illumination
illumination_00760,"[[218 335  29  39]
 [ 38 361  14  16]]",illumination
illumination_00558,"[[330 411  53  70]
 [736 397  14  16]
 [774 393  14  16]
 [824 388  14  18]]",illumination
illumination_00761,[[362 290  20  30]],illumination
illumination_00559,[[396 158  24  55]],illumination
illumination_00560,"[[239 200  73  94]
 [466 128  77 103]
 [705 109  95 135]
 [205 168  30  55]
 [183 294  16  26]
 [642 202  24  34]
 [853 205  18  26]
 [577 203  15  13]]",illumination
illumination_00762,"[[749 330  32  39]
 [691 365  33  43]
 [504 335  29  38]
 [163 268  17  24]
 [209 288  15  24]
 [361 305  14  14]
 [172 296  11  22]]",illumination
illumination_00561,[[605 233  27  46]],illumination
illumination_00763,[[500 226  67  96]],illumination
illumination_00562,"[[682 258  28  39]
 [502 223  32  41]
 [271 203  29  48]
 [142  92  42  56]
 [212 304  22  31]]",illumination
illumination_00563,[[473 211  72  88]],illumination
illumination_00764,"[[111 242  46  58]
 [364 121 125 179]
 [782 270  44  49]]",illumination
illumination_00564,[[ 34   6 507 559]],illumination
illumination_00765,[[444 188 167 368]],illumination
illumination_00766,[[478 291  14  28]],illumination
illumination_00565,"[[293 255  40  43]
 [404 246  37  40]
 [518 253  37  43]
 [697 194  38  44]]",illumination
illumination_00767,"[[622 252  44  46]
 [483 365  24  41]
 [340 227  36  48]
 [282 195  36  45]
 [151 182  24  62]
 [231 171  31  36]
 [773 245  16  20]
 [698 232  15  18]
 [965 271  18  34]
 [496 223  17  16]]",illumination
illumination_00566,"[[474  59  25  61]
 [992 277  14  23]
 [615 194  18  28]]",illumination
illumination_00567,[[307 251  94  91]],illumination
illumination_00768,[[110   3 772 517]],illumination
illumination_00769,[[751 254  24  32]],illumination
illumination_00568,"[[468  89  67 171]
 [530 259  35  53]
 [790 439  31  41]
 [924 414  28  45]
 [962 502  37  42]
 [865 513  32  47]
 [739 537  20  36]]",illumination
illumination_00569,"[[631 144  44  54]
 [336 130  42  39]
 [147 171  25  29]
 [286 134  26  35]
 [ 76 196  28  60]
 [257 242  26  40]]",illumination
illumination_00770,[[371 305 372 522]],illumination
illumination_00570,"[[692 201  40  94]
 [334 134  12  13]
 [248 140  15  19]
 [157 136  19  25]
 [138 165  21  31]
 [109 130  23  27]
 [ 26 135  23  30]]",illumination
illumination_00771,[[400 192  90 112]],illumination
illumination_00571,"[[198  97  31 104]
 [319 178  40  55]
 [486 137  38  57]
 [515 107  24  46]
 [711 131  38  41]
 [824 158  55 100]
 [358 120  15  26]
 [214 139  25  81]]",illumination
illumination_00572,"[[601  63  36  67]
 [721 202  36  37]
 [819 114  45  65]
 [392 198  29  36]]",illumination
illumination_00772,[[731 150  79 150]],illumination
illumination_00573,[[472 250 171 476]],illumination
illumination_00773,"[[272 488   9   9]
 [245 478   9   9]
 [190 462  11  13]]",illumination
illumination_00574,"[[159 307  21  22]
 [229 297  19  22]
 [315 294  18  22]
 [394 295  19  23]
 [517 293  18  23]
 [587 302  16  23]
 [651 284  23  26]
 [771 279  18  26]
 [810 163  48  57]
 [929 192  28  33]
 [436 318  15  21]
 [460 325  15  14]
 [500 308  12  11]]",illumination
illumination_00575,[[746 234 145 238]],illumination
illumination_00774,[[316 210 118 131]],illumination
illumination_00576,[[266 196  76 116]],illumination
illumination_00577,[[250 178 139  93]],illumination
illumination_00578,"[[177 167  13  13]
 [373 239  25  26]
 [523 255  22  26]]",illumination
illumination_00579,[[368 231  45  84]],illumination
illumination_00580,"[[829 179  23  34]
 [919 156  25  33]
 [728 293  21  27]
 [463  49  35  68]
 [409 111  33  50]
 [359 147  25  34]
 [248 143  27  38]
 [141  76  21  50]]",illumination
illumination_00581,[[519  76 245 322]],illumination
illumination_00582,"[[207  91  51  78]
 [358 273  25  32]
 [472 296  23  29]
 [521 286  28  33]
 [561 308  21  21]
 [590 277  16  33]
 [604 270  23  30]
 [626 247  29  36]
 [718 289  24  28]
 [748 243  35  39]
 [897 191  39  44]]",illumination
illumination_00583,[[608 413  10  16]],illumination
illumination_00584,[[712 224  20  52]],illumination
illumination_00585,"[[332  84  82 118]
 [214 111  65  94]
 [ 61 182  41  49]
 [ 27  98  37  45]
 [785  35  34  43]
 [856  76  42  51]
 [914 104  32  41]
 [663 157  34  42]
 [641  99  33  34]
 [608 160  27  30]
 [606  39  32  39]
 [434  61  27  31]
 [748  83  16  22]
 [469 167  34  31]
 [152  48  26  37]
 [106  91  23  32]
 [  9 107  26  39]]",illumination
illumination_00586,[[455 268 166 274]],illumination
illumination_00587,[[641  84  89 117]],illumination
illumination_00588,"[[ 84  55  40  47]
 [289  54  39  38]
 [501  53  44  42]
 [703  74  36  38]
 [901  59  41  44]
 [206 213  38  80]
 [219 168  38  69]
 [255 151  37  73]
 [274 131  42  74]
 [326 160  54  67]
 [274 285  70  44]
 [428 205  52  76]
 [421 148  16  53]
 [475 148  45  52]
 [528 151  26  53]
 [583 217  34  53]
 [620 211  45  79]
 [654 137  45  74]
 [700 140  45  69]
 [750 183  42  69]
 [801 181  45  74]
 [847 169  21  60]
 [858 164  13  64]
 [926 163  25  56]
 [954 137  36  67]
 [138  31  32  45]]",illumination
illumination_00589,[[434 177  18  23]],illumination
illumination_00590,"[[419 131  30  34]
 [394 278  48  62]
 [708 214  19  27]
 [501 241  16  22]
 [ 92 319  16  20]
 [350 236  12  25]]",illumination
illumination_00591,"[[483 121  68  56]
 [771 488  57  57]]",illumination
illumination_00592,"[[ 78  85 240 356]
 [367 204  52  52]
 [556 171  47  52]
 [613 122  47  47]
 [795 373 217 211]
 [738  99  48  66]
 [907 119  23  34]
 [498 169  19  35]
 [323 141  24  49]
 [876 191  17  26]
 [947 129  19  25]]",illumination
illumination_00593,"[[616  68  56  65]
 [324  65  43  63]]",illumination
illumination_00594,[[213 170  57  65]],illumination
illumination_00595,"[[552 106  29  43]
 [170 156  24  40]]",illumination
illumination_00596,"[[456 229  79 155]
 [799 240  52 103]]",illumination
illumination_00597,[[305 357 138 185]],illumination
illumination_00598,"[[304 296  34  74]
 [450   7 167 268]]",illumination
illumination_00599,[[198 202  25  39]],illumination
illumination_00600,[[ 74 148 373 152]],illumination
illumination_00993,[[461 289 111 156]],illumination
illumination_00601,[[447 151  29  39]],illumination
illumination_00602,"[[371  64  56  67]
 [539  90  56  79]
 [812 135  51  66]
 [906  59  49  85]
 [257  46  41  56]
 [105  41  42 120]]",illumination
illumination_00995,"[[293  68 262 190]
 [409 183 291 256]]",illumination
illumination_00603,[[687  41  22  30]],illumination
illumination_00604,"[[923 253  44  57]
 [681 262  36  43]
 [623 263  30  39]
 [556 253  21  28]
 [490 258  23  27]
 [415 393  14  22]
 [391 388  16  31]
 [351 407  18  20]
 [310 404  19  27]
 [283 404  14  23]]",illumination
illumination_00605,"[[366 324 288 199]
 [360 149 161 328]]",illumination
illumination_00606,[[430 196 275 355]],illumination
illumination_00607,"[[189 181  35  38]
 [284 344  35  39]
 [290 200  35  37]
 [401 193  29  34]
 [466 170  26  36]
 [510 212  28  36]
 [413 347  35  37]
 [608 206  26  30]
 [564 349  30  40]
 [630 368  28  40]
 [679 237  28  32]
 [765 343  35  48]]",illumination
illumination_00998,[[459 343 291 210]],illumination
illumination_00608,"[[201 175 401 506]
 [752  81 199 254]]",illumination
illumination_00609,"[[385  45  58  57]
 [791 203  49  87]
 [427 294  58  58]]",illumination
illumination_00610,"[[173 372 123 155]
 [541 294 109 145]
 [780 383  68  53]]",illumination
illumination_00611,"[[598 240  38  59]
 [705 239  42  70]
 [359 231  39  83]
 [402 100  43  71]]",illumination
illumination_00612,[[339  21  26  46]],illumination
illumination_00613,"[[ 87 376  63  98]
 [129 339  27  38]
 [969 192  30  39]]",illumination
illumination_00614,"[[625  52  91 142]
 [100 240 125 141]
 [  1 131  45 140]]",illumination
illumination_00615,"[[919 573  15  15]
 [983 570  15  16]
 [920 603  15  27]
 [420 502  10  11]]",illumination
illumination_00616,"[[553 233  42  62]
 [474 234  43  57]
 [378 263  48  65]
 [197 208 142 181]
 [ 15 256  51  68]
 [131 233  51  63]
 [342 224  12  66]
 [951 221  39  61]
 [987 262  11  23]
 [592  81 146 222]]",illumination
illumination_00617,[[418 138 126 209]],illumination
illumination_00618,"[[382  90  55  69]
 [811 110  44  66]]",illumination
illumination_00619,"[[557 275  56  58]
 [496 343  31  42]
 [381 333  48  50]]",illumination
illumination_00620,"[[226  86  62 104]
 [358 152  14  21]
 [854 119  34  75]
 [808 142  22  54]
 [780 147  20  41]]",illumination
illumination_00621,[[450  79  26  53]],illumination
illumination_00622,"[[499  99  89 128]
 [597  53  83 130]]",illumination
illumination_00623,"[[169 137  22  38]
 [320 124  57  70]
 [440 130  43  53]
 [826  43  48  83]
 [969 184  20  26]
 [390 168  20  28]
 [890 160  16  21]
 [550 155  25  33]]",illumination
illumination_00624,[[682 162  69  93]],illumination
illumination_00625,[[603 207  38  73]],illumination
illumination_00626,"[[988 400  14  19]
 [850 396  14  19]
 [442 388  14  19]
 [380 384  16  23]]",illumination
illumination_00627,"[[564 332  40  53]
 [630 327  30  71]
 [469 207  32  44]
 [265 338  26  31]
 [178 323  32  37]
 [ 31 315  41  44]
 [614 332  23  30]
 [672 369  56  88]
 [254 337  13  19]]",illumination
illumination_00628,"[[550 233  18  22]
 [732 236  23  33]
 [649 255  20  31]
 [506 220  36  51]
 [387 202  30  58]]",illumination
